Label (Grouping),Year,Total:,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
Census Tract 95.02; Multnomah County; Oregon!!Estimate,2023,"2,672",96,0,0,0,0,0,0,0,1,23,2,0,25,95,68,514,104,184,312,279,670,214,49,36
Census Tract 96.03; Multnomah County; Oregon!!Estimate,2023,"2,518",99,0,0,0,2,2,0,3,4,0,66,0,28,28,56,919,55,237,389,232,238,159,0,1
Census Tract 96.04; Multnomah County; Oregon!!Estimate,2023,"3,630",252,0,0,0,88,19,37,0,130,0,0,18,16,62,143,787,193,318,594,302,579,71,7,14
Census Tract 96.05; Multnomah County; Oregon!!Estimate,2023,"3,880",67,0,0,0,0,0,0,0,27,0,26,216,18,104,60,"1,054",114,367,705,334,557,217,0,14
Census Tract 96.06; Multnomah County; Oregon!!Estimate,2023,"3,443",157,0,0,0,0,0,0,11,204,0,136,90,81,42,79,"1,036",117,222,545,120,391,161,32,19
Census Tract 97.01; Multnomah County; Oregon!!Estimate,2023,"2,968",86,0,0,0,0,0,0,4,0,17,10,28,27,6,88,771,282,262,480,367,196,344,0,0
Census Tract 97.03; Multnomah County; Oregon!!Estimate,2023,"3,663",115,0,0,0,0,0,0,0,8,8,266,0,35,157,102,885,226,130,658,454,400,168,33,18
Census Tract 97.04; Multnomah County; Oregon!!Estimate,2023,"2,631",15,0,0,0,0,16,0,0,168,182,22,330,62,126,17,357,117,113,373,309,353,60,0,11
Census Tract 98.01; Multnomah County; Oregon!!Estimate,2023,"2,409",170,0,0,0,0,0,0,42,0,6,0,10,25,42,59,387,77,207,603,273,330,124,0,54
Census Tract 98.03; Multnomah County; Oregon!!Estimate,2023,"4,779",262,0,0,54,96,0,0,8,75,0,0,94,137,53,334,764,359,247,888,546,671,137,17,37
Census Tract 98.04; Multnomah County; Oregon!!Estimate,2023,"2,321",265,27,0,0,0,0,0,0,126,0,0,78,40,8,102,373,175,248,375,133,230,90,0,51
Census Tract 99.03; Multnomah County; Oregon!!Estimate,2023,"6,178",152,0,0,0,0,0,0,0,80,0,2,0,17,88,306,"1,128",212,501,"1,256",624,"1,156",512,103,41
Census Tract 99.04; Multnomah County; Oregon!!Estimate,2023,"2,482",32,0,0,0,6,0,0,36,10,0,34,9,27,0,63,594,47,218,547,312,292,214,41,0
Census Tract 99.05; Multnomah County; Oregon!!Estimate,2023,"2,366",0,0,0,0,0,0,0,0,19,0,12,0,16,22,110,357,133,117,476,472,389,194,32,17
Census Tract 99.06; Multnomah County; Oregon!!Estimate,2023,"2,910",34,0,0,0,0,21,0,0,0,0,0,39,0,15,28,364,82,255,510,293,945,219,66,39
Census Tract 99.07; Multnomah County; Oregon!!Estimate,2023,"3,896",65,0,0,0,20,0,12,1,10,0,33,64,0,59,66,936,305,355,482,338,510,462,70,108
Census Tract 100.01; Multnomah County; Oregon!!Estimate,2023,"4,306",77,0,0,0,0,0,0,0,40,25,78,0,183,22,144,941,248,352,705,374,602,390,69,56
Census Tract 100.02; Multnomah County; Oregon!!Estimate,2023,"4,041",76,0,0,0,0,0,0,0,29,8,0,0,61,89,0,788,184,182,"1,118",377,793,240,82,14
Census Tract 101.01; Multnomah County; Oregon!!Estimate,2023,"2,745",5,0,0,0,48,0,0,58,115,0,0,0,19,8,78,444,181,387,405,395,390,201,11,0
Census Tract 101.02; Multnomah County; Oregon!!Estimate,2023,"3,512",57,0,0,104,60,70,0,0,94,0,16,11,11,171,50,747,24,80,637,350,725,199,35,71
Census Tract 102; Multnomah County; Oregon!!Estimate,2023,"5,283",112,0,0,208,0,38,17,0,16,0,10,30,10,139,72,980,251,784,722,658,959,221,18,38
Census Tract 103.03; Multnomah County; Oregon!!Estimate,2023,"3,983",112,0,0,0,0,0,35,0,24,0,93,11,2,13,47,997,234,237,592,377,713,420,52,24
Census Tract 103.04; Multnomah County; Oregon!!Estimate,2023,"3,344",159,0,0,0,0,27,0,55,181,83,68,179,89,77,66,754,193,160,443,328,283,154,45,0
Census Tract 103.05; Multnomah County; Oregon!!Estimate,2023,"2,484",91,0,0,0,0,11,0,0,0,0,10,30,16,37,59,434,92,214,525,296,476,174,19,0
Census Tract 103.06; Multnomah County; Oregon!!Estimate,2023,"3,076",82,0,0,0,0,0,0,0,0,0,0,49,0,7,82,780,60,282,513,367,705,95,31,23
Census Tract 104.02; Multnomah County; Oregon!!Estimate,2023,"4,078",87,0,0,0,0,0,0,83,58,0,0,19,26,61,134,854,81,444,641,487,738,317,39,9
Census Tract 104.05; Multnomah County; Oregon!!Estimate,2023,"3,968",57,0,0,0,0,0,43,17,0,0,0,32,99,12,117,"1,131",149,400,684,487,412,172,119,37
Census Tract 104.07; Multnomah County; Oregon!!Estimate,2023,"4,030",34,0,0,0,0,0,0,0,65,0,0,108,22,48,9,757,316,351,989,410,626,243,40,12
Census Tract 104.08; Multnomah County; Oregon!!Estimate,2023,"4,591",47,0,0,0,40,0,0,0,215,0,97,59,67,145,310,"1,052",184,552,424,476,777,134,0,12
Census Tract 104.10; Multnomah County; Oregon!!Estimate,2023,"3,190",35,0,0,0,0,0,0,0,0,0,94,172,49,18,111,805,376,221,542,289,223,228,27,0
Census Tract 104.11; Multnomah County; Oregon!!Estimate,2023,"2,656",38,0,0,0,0,0,0,0,0,0,0,100,94,250,30,663,134,248,365,318,236,121,59,0
Census Tract 104.12; Multnomah County; Oregon!!Estimate,2023,"2,248",10,0,0,0,0,0,0,0,0,0,0,0,34,30,18,568,61,235,257,172,646,209,8,0
Census Tract 104.13; Multnomah County; Oregon!!Estimate,2023,"3,381",90,0,0,0,0,65,0,0,62,0,9,0,0,30,0,672,138,531,464,290,540,459,31,0
Census Tract 105; Multnomah County; Oregon!!Estimate,2023,"2,970",12,2,0,0,0,0,0,0,6,0,0,7,74,6,47,580,53,226,335,335,915,224,52,96
Census Tract 106.01; Multnomah County; Oregon!!Estimate,2023,"1,274",26,0,0,0,0,0,0,0,0,0,2,0,0,13,0,53,42,122,288,93,272,263,50,50
Census Tract 106.02; Multnomah County; Oregon!!Estimate,2023,"1,917",0,0,0,0,0,0,0,0,0,0,0,29,23,33,0,322,150,262,511,50,385,78,44,30
Census Tract 9800; Multnomah County; Oregon!!Estimate,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
