Label (Grouping),Year,Total:,No schooling completed,Nursery school,Kindergarten,1st grade,2nd grade,3rd grade,4th grade,5th grade,6th grade,7th grade,8th grade,9th grade,10th grade,11th grade,"12th grade, no diploma",Regular high school diploma,GED or alternative credential,"Some college, less than 1 year","Some college, 1 or more years, no degree",Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree
"Census Tract 94, Multnomah County, Oregon!!Estimate",2020,"5,440",79,0,0,0,25,0,0,0,60,0,21,60,32,58,290,805,150,767,778,434,"1,310",428,109,34
"Census Tract 95.01, Multnomah County, Oregon!!Estimate",2020,"3,233",67,0,0,0,0,0,0,0,0,0,56,0,0,21,147,841,137,310,511,254,625,178,78,8
"Census Tract 95.02, Multnomah County, Oregon!!Estimate",2020,"2,868",9,0,0,0,0,0,0,0,1,3,0,0,38,34,85,566,70,226,339,207,841,276,140,33
"Census Tract 96.03, Multnomah County, Oregon!!Estimate",2020,"2,297",40,0,0,0,0,11,3,18,0,0,18,29,32,32,107,551,104,280,514,245,213,92,8,0
"Census Tract 96.04, Multnomah County, Oregon!!Estimate",2020,"3,121",285,0,0,0,39,22,50,20,54,0,22,57,81,52,42,536,141,316,840,249,236,73,0,6
"Census Tract 96.05, Multnomah County, Oregon!!Estimate",2020,"3,760",67,0,12,0,0,0,0,0,0,0,238,248,58,15,268,707,48,414,606,239,513,243,26,58
"Census Tract 96.06, Multnomah County, Oregon!!Estimate",2020,"3,502",123,0,0,0,0,0,0,63,264,9,86,9,111,0,73,977,241,212,709,175,254,169,21,6
"Census Tract 97.01, Multnomah County, Oregon!!Estimate",2020,"3,382",29,8,0,0,0,0,0,30,17,66,50,50,85,40,58,721,238,372,721,430,339,121,7,0
"Census Tract 97.03, Multnomah County, Oregon!!Estimate",2020,"3,270",82,0,0,9,0,0,49,0,90,0,185,0,0,2,119,"1,026",163,191,687,364,199,61,10,33
"Census Tract 97.04, Multnomah County, Oregon!!Estimate",2020,"2,777",7,0,0,0,8,0,0,0,71,194,97,260,69,152,0,475,106,169,593,277,299,0,0,0
"Census Tract 98.01, Multnomah County, Oregon!!Estimate",2020,"2,520",91,0,0,0,32,0,13,39,23,37,16,32,94,67,73,777,82,158,379,278,224,59,17,29
"Census Tract 98.03, Multnomah County, Oregon!!Estimate",2020,"4,848",226,0,0,32,65,0,6,16,112,0,42,12,11,65,233,960,238,325,983,546,713,240,23,0
"Census Tract 98.04, Multnomah County, Oregon!!Estimate",2020,"2,300",147,0,0,0,0,0,0,15,76,0,33,93,91,21,77,484,41,194,444,155,371,47,11,0
"Census Tract 99.03, Multnomah County, Oregon!!Estimate",2020,"5,192",120,28,0,0,0,0,0,0,77,0,59,11,18,43,233,724,136,421,889,568,"1,060",682,88,35
"Census Tract 99.04, Multnomah County, Oregon!!Estimate",2020,"2,513",0,0,0,0,24,0,0,17,0,0,0,0,30,35,130,594,47,226,567,287,422,85,49,0
"Census Tract 99.05, Multnomah County, Oregon!!Estimate",2020,"2,129",0,0,0,0,0,0,0,0,0,0,10,25,41,45,64,482,29,183,250,397,400,154,40,9
"Census Tract 99.06, Multnomah County, Oregon!!Estimate",2020,"2,899",21,0,0,0,0,0,0,0,36,0,0,0,21,23,12,482,65,179,615,186,919,262,28,50
"Census Tract 99.07, Multnomah County, Oregon!!Estimate",2020,"4,148",44,48,0,0,34,0,0,0,50,43,0,42,37,52,109,825,285,469,527,349,668,348,147,71
"Census Tract 100.01, Multnomah County, Oregon!!Estimate",2020,"4,179",57,0,0,0,0,0,21,0,111,36,0,110,135,40,49,856,290,335,643,360,692,377,47,20
"Census Tract 100.02, Multnomah County, Oregon!!Estimate",2020,"4,097",88,0,0,0,0,0,0,0,7,4,0,0,34,37,45,768,245,167,"1,082",578,622,257,102,61
"Census Tract 101.01, Multnomah County, Oregon!!Estimate",2020,"2,868",12,0,0,0,30,0,0,31,0,0,0,100,1,51,30,659,281,380,560,263,335,135,0,0
"Census Tract 101.02, Multnomah County, Oregon!!Estimate",2020,"3,123",0,0,0,78,0,53,0,0,0,0,0,0,48,172,17,744,141,248,563,404,404,142,68,41
"Census Tract 102, Multnomah County, Oregon!!Estimate",2020,"4,768",179,0,0,0,0,46,0,0,30,0,50,127,126,0,90,"1,110",251,525,879,167,857,287,24,20
"Census Tract 103.03, Multnomah County, Oregon!!Estimate",2020,"3,720",0,0,0,0,0,0,62,0,59,0,60,66,2,97,98,794,204,266,696,395,601,281,24,15
"Census Tract 103.04, Multnomah County, Oregon!!Estimate",2020,"2,816",101,0,0,21,0,37,21,40,99,31,54,102,68,29,27,774,132,243,518,153,213,86,67,0
"Census Tract 103.05, Multnomah County, Oregon!!Estimate",2020,"2,454",51,5,0,0,0,15,0,0,9,0,0,12,27,23,27,514,132,201,390,382,493,117,39,17
"Census Tract 103.06, Multnomah County, Oregon!!Estimate",2020,"3,123",53,0,0,0,0,0,0,0,28,0,0,36,47,6,91,688,137,293,542,382,644,117,40,19
"Census Tract 104.02, Multnomah County, Oregon!!Estimate",2020,"4,522",47,57,0,0,0,0,0,54,60,0,9,19,12,27,38,924,276,385,792,665,888,185,69,15
"Census Tract 104.05, Multnomah County, Oregon!!Estimate",2020,"4,240",37,0,0,78,0,0,17,0,51,0,40,90,91,11,146,874,207,263,645,630,694,186,172,8
"Census Tract 104.07, Multnomah County, Oregon!!Estimate",2020,"3,722",40,10,0,0,0,0,0,0,102,0,38,0,42,63,51,796,197,325,897,438,375,314,27,7
"Census Tract 104.08, Multnomah County, Oregon!!Estimate",2020,"3,920",65,0,0,0,37,0,0,0,45,0,72,39,127,108,296,969,85,455,551,411,494,126,40,0
"Census Tract 104.10, Multnomah County, Oregon!!Estimate",2020,"2,885",21,0,0,0,29,0,8,0,0,0,32,42,98,12,64,810,258,209,383,333,456,110,12,8
"Census Tract 104.11, Multnomah County, Oregon!!Estimate",2020,"2,233",59,0,0,0,0,8,12,0,11,0,10,72,67,31,10,619,158,259,318,330,206,53,10,0
"Census Tract 104.12, Multnomah County, Oregon!!Estimate",2020,"2,212",10,0,0,0,0,0,0,0,0,0,0,32,50,17,18,606,83,214,349,172,547,80,34,0
"Census Tract 104.13, Multnomah County, Oregon!!Estimate",2020,"3,417",14,0,0,0,0,0,0,0,105,0,0,0,0,0,60,578,173,430,535,495,533,432,37,25
"Census Tract 105, Multnomah County, Oregon!!Estimate",2020,"2,883",41,2,0,0,0,0,0,0,26,0,0,0,54,40,67,387,78,178,396,363,836,277,70,68
"Census Tract 106.01, Multnomah County, Oregon!!Estimate",2020,"1,296",29,0,0,0,0,0,13,0,0,0,56,17,10,0,15,170,44,94,239,90,258,149,62,50
"Census Tract 106.02, Multnomah County, Oregon!!Estimate",2020,"1,810",27,0,0,0,0,18,0,0,17,0,30,23,16,58,0,213,111,200,682,63,199,41,13,99
"Census Tract 9800, Multnomah County, Oregon!!Estimate",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
